"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3"
"GP","F",15,"U","GT3","A",3,3,"services","services","home","mother",10.8868161109276,2.80586319975555,0,"no","no","no","no","no","yes","no","yes",1,3,2,2,3,1,24,9,8,9
"GP","M",16,"U","GT3","T",4,4,"services","services","course","mother",10.5504623013549,6.46312489057891,0,"no","yes","no","yes","yes","yes","yes","no",5,3,3,1,3,5,0,15,13,13
"GP","M",16,"U","LE3","T",2,2,"services","services","reputation","father",26.7532198084518,1.2232628762722,0,"no","yes","no","yes","yes","yes","yes","no",2,3,3,2,2,2,4,12,11,11
"GP","F",15,"U","GT3","T",4,4,"teacher","services","course","mother",13.703952465672,9.81790901510976,0,"no","yes","no","yes","yes","yes","yes","no",4,2,2,1,1,5,2,13,13,13
"GP","F",16,"U","LE3","T",1,1,"at_home","at_home","course","mother",11.5807914859615,1.50671497150324,0,"no","no","no","no","yes","yes","yes","no",3,4,4,3,3,1,4,10,11,11
"GP","M",17,"U","GT3","T",2,1,"other","other","home","mother",10.2871685060672,1.70978728076443,0,"no","yes","no","no","yes","yes","yes","no",5,4,5,1,2,5,22,9,7,6
"GP","F",15,"U","GT3","T",1,1,"other","services","course","father",7.71579229785129,2.02093246136792,0,"no","yes","no","no","yes","yes","yes","no",4,4,2,1,2,5,0,12,12,12
"GP","F",15,"U","LE3","A",2,1,"at_home","other","home","mother",27.3771204042714,1.20507154101506,0,"no","yes","no","yes","yes","no","yes","yes",4,4,2,1,1,5,0,11,10,10
"GP","F",15,"U","GT3","T",3,2,"health","services","home","father",4.72882495587692,2.49451210279949,1,"no","yes","no","no","yes","yes","yes","no",3,3,2,1,1,3,2,11,11,11
"GP","F",15,"U","GT3","T",1,2,"at_home","other","course","mother",8.1702154702507,4.45434770919383,0,"no","yes","no","no","no","yes","yes","no",4,3,2,1,1,5,6,13,12,13
"GP","F",15,"U","GT3","T",1,2,"at_home","services","course","father",2.89084295649081,4.31847203522921,0,"no","no","no","no","no","yes","no","yes",2,3,4,2,4,1,6,11,11,11
"GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","mother",10.70523321582,1.3294662698172,0,"no","yes","no","no","yes","no","yes","yes",3,3,2,2,1,5,16,9,9,8
"GP","M",15,"U","LE3","A",2,1,"services","other","course","mother",114.69426706899,1.52300730161369,0,"no","no","no","no","yes","yes","yes","no",4,5,5,2,5,5,0,12,11,11
"GP","M",18,"U","LE3","T",1,1,"other","other","course","mother",1.30215781414881,1.41420440329239,2,"no","no","no","no","yes","no","yes","yes",2,3,5,2,5,4,0,11,9,0
"GP","M",16,"U","LE3","T",2,1,"at_home","other","course","mother",11.0542254708707,1.97205155459233,1,"no","no","no","yes","yes","yes","no","yes",4,4,4,3,5,5,6,9,10,10
"GP","F",15,"R","GT3","T",3,3,"services","services","reputation","other",26.7980982817244,8.06078733876348,0,"no","yes","yes","yes","yes","yes","yes","yes",4,2,1,2,3,3,2,13,13,13
"GP","M",19,"U","GT3","T",3,2,"services","at_home","home","mother",8.2742172293365,1.56768986815587,0,"no","yes","no","no","yes","no","yes","yes",4,5,4,1,1,4,6,11,9,11
"GP","F",17,"U","GT3","T",4,4,"other","teacher","course","mother",4.81158157764003,1.55246496223845,0,"yes","yes","no","no","yes","yes","no","yes",4,2,1,1,1,4,0,13,13,13
"GP","M",15,"R","GT3","T",2,3,"at_home","services","course","mother",12.6671791542321,2.15193611988798,0,"yes","no","yes","yes","yes","yes","no","no",4,4,4,1,1,1,0,7,8,8
"GP","M",17,"R","LE3","T",1,2,"other","other","reputation","mother",14.4063310502097,1.61724653444253,3,"no","no","no","no","yes","yes","no","no",2,2,2,3,3,5,14,9,8,10
"GP","F",18,"R","GT3","T",1,1,"at_home","other","course","mother",55.8071637467947,1.0023215895053,3,"no","yes","no","yes","no","yes","no","no",5,2,5,1,5,4,6,11,10,11
"GP","M",16,"R","GT3","T",2,2,"at_home","other","course","mother",51.1242010456044,1.36263779900037,0,"no","no","no","no","no","yes","no","no",4,2,2,1,2,3,4,12,10,11
"GP","M",16,"U","GT3","T",3,3,"other","services","course","father",6.17499694693834,3.62057548831217,1,"no","yes","no","no","yes","yes","yes","yes",4,5,5,4,4,5,0,10,10,1
"GP","M",16,"U","LE3","T",1,2,"health","services","course","mother",16.4512767246924,1.26856113225222,2,"no","no","no","no","no","yes","yes","no",4,4,5,3,5,5,0,9,8,10
"GP","M",17,"R","LE3","T",2,1,"at_home","other","course","mother",23.8550526299514,1.39907063893043,1,"no","no","yes","yes","yes","no","yes","yes",3,3,2,2,2,5,8,8,8,9
"GP","M",17,"R","GT3","T",3,2,"other","other","course","mother",20.7324671011884,4.65783122950234,2,"yes","yes","no","no","yes","yes","yes","yes",4,4,4,1,4,3,4,7,6,8
"GP","M",15,"U","LE3","T",1,2,"other","other","course","mother",15.7377557060681,1.85976171400398,0,"no","no","no","yes","yes","yes","no","no",4,4,4,2,4,5,2,8,9,10
"GP","M",16,"U","GT3","T",1,3,"at_home","services","course","father",4.57726800628006,1.84040014399216,1,"no","no","no","no","yes","no","yes","no",5,3,3,1,4,2,2,9,8,8
"GP","M",17,"R","LE3","T",1,1,"other","services","course","mother",108.188738166355,2.46694230707362,0,"no","no","no","yes","yes","no","no","yes",5,3,5,1,5,5,0,8,8,8
"GP","M",17,"U","GT3","T",3,2,"services","services","course","mother",24.8787175433245,1.23421190306544,3,"no","yes","no","yes","no","no","no","no",4,5,2,1,1,2,10,8,7,8
"GP","M",16,"U","GT3","T",2,2,"other","other","course","father",1.5026194374077,4.86931521212682,0,"no","no","no","no","yes","no","yes","no",4,3,5,2,4,4,0,9,10,11
"GP","F",16,"U","GT3","T",4,2,"health","services","home","father",2.02952436264604,2.86360102123581,0,"no","no","no","no","yes","yes","yes","yes",4,2,3,1,1,3,0,17,17,18
"GP","F",16,"U","GT3","T",2,2,"other","other","home","mother",8.15096877561882,4.10282061225735,0,"no","yes","no","no","no","yes","yes","no",5,1,5,1,1,4,0,12,12,13
"GP","F",16,"U","GT3","T",4,4,"health","health","reputation","mother",14.5694681317545,4.61373848002404,0,"no","yes","no","no","yes","yes","yes","yes",4,4,2,1,1,3,0,16,16,17
"GP","M",16,"U","GT3","T",3,4,"other","other","course","father",49.341126694344,1.38379508582875,1,"no","yes","no","yes","no","yes","yes","no",3,4,5,2,4,2,4,9,9,10
"GP","M",16,"U","GT3","T",1,0,"other","other","reputation","mother",15.6719875603449,2.58856025408022,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,2,1,1,3,0,16,17,18
"GP","M",17,"U","LE3","T",4,4,"teacher","other","reputation","mother",4.35049157729372,2.26160421525128,0,"no","yes","no","yes","yes","yes","yes","no",4,4,4,1,3,5,0,11,9,10
"GP","F",16,"U","GT3","T",1,3,"at_home","services","home","mother",12.1835307935253,2.94700707797892,0,"no","no","no","yes","no","yes","yes","yes",4,3,5,1,1,3,0,14,13,13
"GP","F",16,"U","LE3","T",3,3,"other","other","reputation","mother",17.6032679015771,3.38774955342524,0,"no","yes","no","yes","yes","yes","yes","no",4,4,5,1,1,4,0,14,14,15
"GP","M",17,"U","LE3","T",4,3,"teacher","other","course","mother",15.9761246584821,2.43385336408392,0,"no","no","no","yes","yes","yes","yes","no",4,4,4,4,4,4,0,10,11,11
"GP","F",16,"U","GT3","T",2,2,"services","other","reputation","mother",24.8448285204358,4.9710199078545,0,"no","no","no","yes","no","yes","yes","no",3,4,4,1,4,5,0,13,12,14
"GP","M",17,"U","GT3","T",3,3,"other","other","reputation","father",14.132727670949,3.47787891421467,0,"no","no","no","yes","no","yes","yes","no",4,3,4,1,4,4,4,11,9,10
"GP","M",16,"R","GT3","T",4,2,"teacher","services","other","mother",2.59294452238828,1.29472895292565,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,3,3,4,3,8,10,9,11
"GP","M",17,"U","GT3","T",4,3,"other","other","course","mother",7.09358158661053,2.09082814049907,0,"no","yes","yes","yes","yes","yes","yes","yes",5,2,3,1,1,2,4,11,11,13
"GP","M",16,"U","GT3","T",4,3,"teacher","other","home","mother",11.5147239267826,3.79638964077458,0,"no","yes","yes","yes","yes","yes","yes","no",3,4,3,2,3,3,4,11,10,11
"GP","M",16,"U","GT3","T",3,3,"services","other","home","mother",10.0952579327859,3.1049238841515,0,"no","no","no","yes","yes","yes","yes","yes",4,2,3,1,2,3,0,11,12,13
"GP","F",17,"U","GT3","T",2,4,"services","services","reputation","father",5.38782198214903,3.65032883686945,0,"no","yes","no","yes","yes","yes","no","no",5,4,2,2,3,5,0,17,18,17
"GP","F",17,"U","LE3","T",3,3,"other","other","reputation","mother",8.60209877416492,3.44422759092413,0,"no","yes","no","yes","yes","yes","yes","yes",5,3,3,2,3,1,32,14,13,14
"GP","F",16,"U","GT3","T",3,2,"other","other","reputation","mother",3.07451962213963,2.40456061717123,0,"no","yes","no","no","yes","yes","yes","no",1,2,2,1,2,1,8,14,15,16
"GP","M",17,"U","GT3","T",3,3,"services","services","other","mother",9.77673267060891,3.45817718864419,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,4,2,3,4,6,11,13,14
"GP","M",16,"U","GT3","T",1,2,"services","services","other","mother",14.9814362791367,1.79857390839607,0,"no","yes","no","yes","yes","yes","yes","yes",3,3,3,1,2,3,0,10,9,11
"GP","M",16,"U","LE3","T",2,1,"other","other","course","mother",4.34417395340279,3.16305470373482,0,"no","no","no","yes","yes","yes","yes","yes",4,2,3,1,2,5,0,13,14,16
"GP","F",17,"U","GT3","A",3,3,"health","other","reputation","mother",13.4470966299996,4.67674814839847,0,"no","yes","no","no","no","yes","yes","yes",3,3,3,1,3,3,10,12,13,14
"GP","M",17,"R","GT3","T",1,2,"at_home","other","home","mother",10.9370457325131,4.29553282889538,0,"no","no","no","no","yes","yes","no","no",3,1,3,1,5,3,6,9,9,10
"GP","F",16,"U","GT3","T",2,3,"services","services","course","mother",10.1730553875677,2.77515648305416,0,"no","no","no","no","yes","yes","yes","no",4,3,3,1,1,2,6,12,12,13
"GP","F",17,"U","GT3","T",1,1,"at_home","services","course","mother",3.33424160722643,2.51995034283027,0,"no","no","no","yes","yes","yes","yes","no",5,3,3,1,1,3,0,12,11,12
"GP","M",17,"U","GT3","T",1,2,"at_home","services","other","other",17.6203322410583,4.71694502420723,0,"no","no","no","yes","no","yes","yes","no",4,4,4,4,5,5,16,10,11,12
"GP","M",16,"R","GT3","T",3,3,"services","services","reputation","mother",11.1514966958202,1.00364700634964,0,"no","yes","no","yes","yes","yes","yes","no",4,3,2,3,4,5,0,11,10,10
"GP","M",16,"U","GT3","T",2,3,"other","other","home","father",15.3421163780149,1.63953208853491,0,"no","no","no","no","yes","yes","yes","no",5,3,3,1,1,3,0,13,12,12
"GP","F",17,"U","LE3","T",2,4,"services","services","course","father",14.2051153900102,2.11991439783014,0,"no","no","no","yes","yes","yes","yes","yes",4,3,2,1,1,5,8,14,15,16
"GP","M",17,"U","GT3","T",4,4,"services","teacher","home","mother",12.9068744773977,1.99594180239365,0,"no","no","no","no","yes","yes","yes","no",5,2,3,1,2,5,4,13,13,14
"GP","M",16,"R","LE3","T",3,3,"teacher","other","home","father",55.5214657145552,1.93846707534976,0,"no","yes","no","yes","yes","yes","yes","no",3,3,4,3,5,3,16,10,11,12
"GP","F",17,"U","GT3","T",4,4,"services","teacher","home","mother",15.9897470253054,1.84881380130537,1,"no","yes","no","no","yes","yes","yes","no",4,2,4,2,3,2,30,14,15,16
"GP","F",16,"U","LE3","T",4,4,"teacher","teacher","reputation","mother",3.0218453342095,4.42146658082493,0,"no","yes","no","no","yes","yes","yes","no",4,5,2,1,2,3,0,11,10,11
"GP","F",16,"U","GT3","T",4,3,"health","other","home","mother",1.90042544528842,2.92123239883222,0,"no","yes","no","yes","yes","yes","yes","no",4,3,5,1,5,2,2,14,14,15
"GP","F",16,"U","GT3","T",2,3,"other","other","reputation","mother",5.34249979071319,2.60311134415679,0,"yes","yes","no","yes","yes","yes","no","no",4,4,3,1,3,4,4,11,12,12
"GP","F",17,"U","GT3","T",1,1,"other","other","course","mother",6.12882436718792,3.88381414534524,0,"no","yes","no","no","no","yes","no","no",4,4,4,1,3,1,0,14,15,15
"GP","F",17,"R","GT3","T",2,2,"other","other","reputation","mother",11.7093191402964,1.00941827846691,0,"no","yes","no","no","yes","yes","yes","no",5,3,2,1,2,3,21,13,13,13
"GP","F",16,"R","GT3","T",2,2,"services","services","reputation","mother",21.1563280038536,11.675554709509,0,"no","yes","no","yes","no","yes","yes","no",5,3,5,1,1,5,6,13,13,13
"GP","F",17,"U","GT3","T",3,4,"at_home","services","home","mother",11.5646472345106,9.03683426673524,1,"no","yes","yes","no","yes","yes","yes","yes",4,4,3,3,4,5,14,8,9,8
"GP","F",16,"U","GT3","A",3,1,"services","other","course","mother",7.71847489103675,4.41415657359175,0,"no","yes","no","no","yes","yes","yes","no",2,3,3,2,2,4,2,11,11,12
"GP","F",16,"U","GT3","T",4,3,"teacher","other","other","mother",5.07672207988799,3.53419091529213,0,"no","no","no","yes","yes","yes","yes","yes",1,3,2,1,1,1,4,14,15,15
"GP","F",16,"U","GT3","T",1,1,"at_home","other","home","mother",27.146871923469,1.0052542523481,0,"no","yes","no","no","yes","yes","no","no",4,3,2,1,4,5,2,12,13,13
"GP","F",17,"R","GT3","T",4,3,"teacher","other","reputation","mother",23.4869040863123,8.79299257998355,0,"no","yes","no","yes","yes","yes","yes","yes",4,4,2,1,1,4,0,11,12,12
"GP","F",19,"U","GT3","T",3,3,"other","other","reputation","other",5.57243868242949,13.4209582803305,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,1,2,3,4,12,12,12
"GP","M",17,"U","LE3","T",4,4,"services","other","home","mother",10.7084125634283,4.58203614829108,0,"no","yes","no","no","yes","yes","yes","yes",5,3,5,4,5,3,15,13,12,12
"GP","F",16,"U","GT3","A",2,2,"other","other","reputation","mother",2.6498939441517,2.09691281965934,0,"yes","yes","no","no","yes","yes","yes","no",3,3,4,1,1,4,0,13,13,13
"GP","M",18,"U","GT3","T",2,2,"services","other","home","mother",4.06646064156666,3.51383572467603,0,"no","yes","no","yes","yes","yes","yes","no",4,4,4,2,4,5,10,12,11,11
"GP","F",17,"R","LE3","T",4,4,"services","other","other","mother",6.00428383238614,1.94165888568386,0,"no","yes","no","no","yes","yes","no","no",5,2,1,1,2,3,6,12,11,11
"GP","F",17,"U","LE3","T",3,2,"other","other","reputation","mother",28.0312914401293,3.90331048704684,0,"no","no","no","no","yes","yes","yes","no",4,4,4,1,3,1,2,14,16,15
"GP","F",17,"U","GT3","T",4,3,"other","other","reputation","mother",2.77564232796431,4.85660103429109,0,"no","no","no","no","yes","yes","yes","yes",3,4,5,2,4,1,16,11,9,10
"GP","M",18,"U","LE3","T",3,3,"services","health","home","father",10.1272648721933,3.8408118262887,0,"no","yes","no","no","yes","yes","yes","no",3,2,4,2,4,4,10,10,10,10
"GP","F",17,"U","GT3","T",2,3,"at_home","other","home","father",27.9474456212483,1.55512381857261,0,"no","yes","no","no","yes","yes","no","no",3,3,3,1,4,3,4,12,13,13
"GP","F",17,"U","GT3","T",2,2,"at_home","at_home","course","mother",3.5381256910041,6.46293111960404,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,1,1,4,0,12,12,13
"GP","F",17,"R","GT3","T",2,1,"at_home","services","reputation","mother",15.3509155812208,3.34940767521039,0,"no","yes","no","yes","yes","yes","yes","no",4,2,5,1,2,5,0,11,10,11
"GP","F",17,"U","GT3","T",1,1,"at_home","other","reputation","mother",14.5137292547151,6.25635517528281,0,"no","yes","no","yes","yes","yes","no","yes",4,3,4,1,1,5,12,12,12,12
"GP","F",16,"U","GT3","T",2,3,"services","teacher","other","mother",7.11817276244983,2.95477264584042,0,"yes","no","no","no","yes","yes","yes","no",2,3,1,1,1,3,0,13,13,14
"GP","M",18,"U","GT3","T",2,2,"other","other","home","mother",17.8418705554213,3.94648886309005,3,"no","yes","yes","no","yes","yes","yes","no",3,3,3,5,5,4,9,10,9,10
"GP","F",16,"U","GT3","T",4,4,"teacher","services","home","mother",3.81464788224548,9.32539558969438,0,"no","yes","no","yes","no","yes","yes","no",5,3,2,1,1,5,4,15,16,16
"GP","F",18,"R","GT3","T",3,1,"other","other","reputation","mother",5.05502175819129,4.29956610640511,0,"no","no","no","yes","yes","yes","yes","yes",5,3,3,1,1,4,4,8,8,8
"GP","F",17,"U","GT3","T",3,2,"other","other","course","mother",10.6950208502822,4.07962961564772,0,"no","no","no","yes","no","yes","yes","no",5,3,4,1,3,3,2,17,18,17
"GP","M",17,"U","LE3","T",2,3,"services","services","reputation","father",4.44103278964758,2.61114159226418,0,"no","yes","no","no","no","yes","yes","no",5,3,3,1,3,3,0,10,11,11
"GP","M",18,"U","LE3","T",2,1,"at_home","other","course","mother",69.142804783769,2.79381069703959,0,"yes","yes","no","yes","yes","yes","yes","yes",4,3,2,4,5,3,2,9,10,11
"GP","F",17,"U","GT3","A",2,1,"other","other","course","mother",27.0503283594735,7.28405698901042,0,"no","no","no","yes","yes","yes","yes","yes",3,2,3,1,2,3,0,15,15,16
"GP","F",17,"U","LE3","T",4,3,"health","other","reputation","father",6.80463666561991,2.42766381753609,0,"no","no","no","yes","yes","yes","yes","yes",3,2,3,1,2,3,0,14,12,12
"GP","M",17,"R","GT3","T",2,2,"other","other","course","father",25.1431901520118,2.45745869353414,0,"no","yes","no","yes","yes","yes","yes","no",4,5,2,1,1,1,0,12,13,13
"GP","M",17,"U","GT3","T",4,4,"teacher","teacher","reputation","mother",2.08231795299798,4.86127423867583,0,"yes","yes","no","yes","yes","yes","yes","yes",4,5,5,1,3,2,0,13,13,13
"GP","M",16,"U","GT3","T",4,4,"health","other","reputation","father",3.96043235808611,4.18860589456744,0,"no","yes","no","yes","yes","yes","yes","no",4,2,4,2,4,1,0,13,13,14
"GP","M",16,"U","LE3","T",1,1,"other","other","home","mother",16.6540396143682,4.15797210042365,0,"no","yes","no","no","yes","yes","yes","no",3,4,2,1,1,5,2,9,9,9
"GP","M",16,"U","GT3","T",3,2,"at_home","other","reputation","mother",19.8879432294052,7.18940156977624,0,"no","no","no","yes","yes","yes","yes","yes",5,3,3,1,3,2,0,12,12,12
"GP","M",17,"U","LE3","T",2,2,"other","other","home","father",1.49815787235275,3.99198701186106,0,"no","no","no","yes","no","yes","yes","yes",4,4,2,5,5,4,0,16,16,16
"GP","F",16,"U","GT3","T",2,1,"other","other","home","mother",13.7279322198592,1.64131779130548,0,"no","no","no","no","yes","yes","yes","yes",4,5,2,1,1,5,4,9,10,10
"GP","F",16,"U","GT3","A",4,1,"other","other","home","mother",13.6123955235817,3.36178522044793,0,"no","no","no","yes","yes","yes","yes","yes",5,3,3,1,2,5,0,14,13,13
"GP","F",18,"U","LE3","A",2,4,"services","other","course","mother",27.5742745120078,4.50973202916794,1,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,1,3,18,10,10,10
"GP","F",18,"U","LE3","T",2,2,"at_home","services","course","mother",6.5769815351814,2.79561891872436,1,"no","yes","no","no","no","yes","yes","yes",5,3,1,1,1,5,16,9,8,10
"GP","F",18,"U","GT3","T",3,3,"other","other","course","mother",23.1533412623685,1.34626796259545,1,"no","no","no","no","yes","no","yes","no",4,1,1,1,1,3,14,8,7,7
"GP","M",18,"U","GT3","T",2,2,"other","at_home","course","other",5.45944717945531,1.17762019229122,1,"no","yes","no","yes","no","no","yes","yes",4,4,3,2,2,1,26,7,8,8
"GP","M",17,"U","GT3","T",4,4,"teacher","teacher","course","mother",9.79807609226555,1.53033219487406,0,"no","yes","no","yes","no","yes","yes","no",4,2,1,1,2,5,6,10,8,9
"GP","F",17,"U","GT3","T",3,2,"other","other","course","father",11.7388761066832,2.87969889584929,0,"no","no","no","yes","yes","yes","no","no",5,4,2,1,1,3,4,14,14,15
"GP","F",17,"U","LE3","T",1,1,"at_home","at_home","course","mother",13.3353251605295,9.21601787675172,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,2,1,2,4,10,11,10,10
"GP","F",16,"U","GT3","T",1,2,"other","other","course","mother",7.21353640034795,1.8800031747669,0,"no","no","no","no","yes","no","yes","no",5,3,5,1,2,5,4,12,11,11
"GP","F",17,"R","GT3","T",2,1,"at_home","services","course","mother",46.1691504099872,3.89799068728462,0,"no","no","no","yes","yes","yes","no","no",2,1,1,1,1,3,2,13,13,13
"GP","F",17,"R","LE3","A",1,4,"other","other","course","other",102.596957352944,1.57687103981152,1,"no","yes","no","no","yes","yes","yes","no",5,5,4,1,1,5,14,9,9,8
"GP","M",18,"U","GT3","T",2,2,"other","services","reputation","father",7.89172567240894,4.02850212482736,0,"no","no","no","no","yes","no","yes","no",5,5,4,3,5,2,16,8,7,8
"GP","F",17,"U","LE3","A",2,2,"other","other","home","mother",8.71220368333161,1.78149765660055,1,"no","yes","no","no","no","no","yes","no",3,1,2,1,1,1,8,11,9,10
"GP","F",17,"R","LE3","T",1,1,"at_home","other","course","mother",26.6353061283007,9.56299164448865,0,"no","no","no","yes","yes","yes","yes","no",4,3,3,1,3,5,4,15,14,15
"GP","F",17,"U","LE3","A",4,2,"teacher","other","course","mother",2.80079276487231,4.77272191341035,0,"no","yes","no","yes","yes","yes","no","no",4,3,2,1,1,4,4,15,14,14
"GP","M",17,"U","LE3","T",4,3,"health","other","course","mother",15.664668479003,4.24081318476237,0,"no","no","no","yes","yes","yes","yes","yes",2,5,5,1,4,5,8,15,15,15
"GP","M",17,"R","LE3","A",4,4,"teacher","other","course","mother",19.0816961182281,3.44755980116315,0,"no","yes","no","no","yes","yes","yes","no",3,3,3,2,3,4,0,12,12,12
"GP","M",16,"U","LE3","T",4,3,"teacher","other","course","mother",14.7606419734657,1.53987616719678,0,"no","no","no","yes","no","yes","yes","no",5,4,5,1,1,3,7,14,14,15
"GP","M",16,"U","GT3","T",4,4,"services","services","course","mother",6.83670797292143,1.0371345570311,0,"no","no","yes","yes","yes","yes","yes","no",5,3,2,1,2,5,4,14,15,15
"GP","F",17,"U","GT3","T",4,4,"teacher","services","course","mother",10.8474483424798,4.85869878018275,0,"no","yes","yes","no","yes","yes","yes","yes",5,3,1,1,4,5,2,11,11,12
"GP","M",17,"R","GT3","T",1,1,"other","other","home","father",25.7032203278504,8.6402123211883,0,"no","no","no","no","no","yes","yes","yes",4,3,3,1,1,1,2,13,14,15
"GP","F",17,"U","GT3","T",3,3,"services","other","home","mother",26.9511229160707,5.98032713867724,0,"no","yes","no","no","yes","yes","yes","yes",4,2,2,2,3,5,10,11,11,11
"GP","F",17,"U","GT3","T",1,1,"at_home","other","course","mother",4.8418091442436,3.64554727193899,0,"yes","no","no","no","no","yes","no","yes",4,3,2,1,1,4,10,10,9,10
"GP","F",18,"U","GT3","T",2,1,"other","other","course","other",16.0776218818501,8.77078825840726,0,"no","yes","no","no","no","yes","yes","yes",4,4,4,1,1,3,10,12,10,11
"GP","M",16,"U","GT3","T",2,1,"other","other","course","mother",45.2460633020382,1.34055809676647,0,"no","no","no","no","yes","yes","yes","no",4,3,3,1,1,4,7,15,16,16
"GP","F",17,"U","GT3","T",1,1,"other","services","course","father",2.55509057454765,4.23270133393817,0,"no","yes","no","no","yes","yes","no","no",4,3,4,1,2,5,4,11,10,11
"GP","M",17,"U","GT3","T",2,3,"other","other","course","father",16.2490422162227,1.31694867904298,0,"no","no","no","no","yes","yes","yes","no",5,2,2,1,1,2,2,9,12,13
"GP","M",22,"U","GT3","T",3,1,"services","services","other","mother",7.10371459973976,1.11800135299563,3,"no","no","no","no","no","no","yes","yes",5,4,5,5,5,1,12,7,8,5
"GP","M",18,"R","LE3","T",3,3,"other","services","course","mother",10.4882660699077,3.82587769650854,0,"no","yes","no","no","yes","yes","yes","yes",4,3,3,1,3,5,8,10,9,10
"GP","M",16,"U","GT3","T",0,2,"other","other","other","mother",11.7014447632246,1.03432258334942,0,"no","no","no","no","no","yes","yes","no",4,3,2,2,4,5,0,11,12,11
"GP","M",18,"U","GT3","T",3,2,"services","other","course","mother",23.3939209766686,1.73883229983039,0,"no","no","no","no","yes","no","yes","no",4,4,5,2,4,5,8,7,8,7
"GP","M",16,"U","GT3","T",3,3,"at_home","other","reputation","other",55.5280280043371,3.08803050266579,1,"yes","yes","no","no","no","yes","yes","no",5,3,3,1,3,2,4,9,11,10
"GP","M",18,"U","GT3","T",2,1,"services","services","other","mother",13.4832827788778,1.67122740857303,2,"no","no","no","no","no","no","yes","no",3,2,5,2,5,5,4,7,8,6
"GP","M",16,"R","GT3","T",2,1,"other","other","course","mother",22.2584977559745,1.49592895852402,0,"no","no","no","yes","no","yes","no","no",3,3,2,1,3,3,2,14,13,12
"GP","M",17,"R","GT3","T",2,1,"other","other","course","mother",6.44576282892376,1.0579215658363,0,"no","no","no","no","no","yes","yes","no",4,4,2,2,4,5,0,12,12,13
"GP","M",17,"U","LE3","T",1,1,"health","other","course","mother",22.4615119944792,1.26797173451632,1,"no","yes","no","yes","yes","yes","yes","no",4,4,4,1,2,5,0,9,10,10
"GP","F",18,"U","LE3","A",2,1,"other","other","course","mother",12.4366139965132,2.00458517065272,0,"no","yes","no","no","no","yes","yes","yes",4,3,4,1,3,5,2,12,12,13
"GP","F",17,"U","LE3","T",4,2,"teacher","services","reputation","mother",2.10836586356163,13.0564755701926,0,"no","yes","no","yes","yes","yes","yes","no",4,2,3,1,1,4,2,14,15,17
"GP","F",19,"U","GT3","T",2,2,"services","services","home","mother",11.1505431369878,4.19555290741846,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,1,5,0,10,10,11
"GP","M",18,"U","LE3","T",2,1,"services","other","course","mother",52.5977378385141,2.42344252765179,1,"no","no","no","yes","no","no","yes","no",4,4,5,4,4,5,4,11,10,11
"GP","F",17,"R","GT3","T",4,2,"other","other","course","mother",14.3872817424126,6.39630766236223,0,"no","yes","no","yes","yes","yes","yes","no",4,3,4,1,3,5,2,11,12,14
"GP","F",18,"U","LE3","T",1,1,"other","at_home","home","mother",8.88846599683166,8.99336922797374,0,"no","yes","no","no","no","yes","no","no",4,4,3,2,3,3,4,11,12,14
"GP","F",18,"R","GT3","T",2,2,"other","other","home","mother",6.65803113160655,2.69660922838375,0,"yes","no","no","no","yes","yes","no","no",3,2,3,1,1,5,4,11,11,13
"GP","M",19,"U","LE3","A",4,3,"services","at_home","reputation","mother",6.95550309540704,4.14125948934816,0,"no","yes","no","no","yes","yes","yes","no",4,3,1,1,1,1,4,11,13,14
"GP","M",18,"U","GT3","T",2,1,"other","other","home","mother",3.66483657807112,2.10399751504883,0,"no","no","no","yes","yes","yes","yes","no",5,2,4,1,2,4,2,16,16,16
"GP","M",17,"R","GT3","T",2,2,"other","services","other","mother",19.3831036635675,1.53055009339005,0,"no","no","no","no","no","no","no","no",5,2,2,1,1,4,0,9,10,10
"GP","F",17,"U","LE3","T",2,2,"services","services","course","father",13.4598425845616,11.3575503428001,0,"no","no","no","yes","yes","yes","yes","yes",3,4,1,1,1,2,2,10,11,12
"GP","F",20,"R","GT3","T",2,1,"other","other","course","other",16.0373896197416,4.88901305268519,0,"no","yes","yes","yes","yes","no","yes","yes",1,2,3,1,2,2,8,10,12,12
"GP","F",18,"U","GT3","T",4,3,"services","other","home","father",5.36036615306512,3.32002042792737,0,"no","yes","no","no","yes","yes","yes","yes",3,1,2,1,3,2,2,15,15,15
"GP","M",18,"U","GT3","T",4,3,"teacher","other","course","mother",12.2002851921134,4.01436636364087,0,"no","yes","no","no","no","yes","yes","no",4,3,2,1,1,3,2,10,10,11
